Border,Date,Measure,Value,Average
US-Mexico Border,10/01/2018 12:00:00 AM,Train Passengers,1886,2070
US-Mexico Border,09/01/2018 12:00:00 AM,Personal Vehicle Passengers,23645922,28213994
US-Mexico Border,09/01/2018 12:00:00 AM,Personal Vehicles,12638542,13088411
US-Canada Border,09/01/2018 12:00:00 AM,Personal Vehicle Passengers,8752528,11127703
US-Mexico Border,09/01/2018 12:00:00 AM,Pedestrians,7049062,7382422
US-Canada Border,09/01/2018 12:00:00 AM,Personal Vehicles,4679446,5311411
US-Mexico Border,09/01/2018 12:00:00 AM,Trucks,988114,791710
US-Canada Border,09/01/2018 12:00:00 AM,Trucks,954984,1022182
US-Mexico Border,09/01/2018 12:00:00 AM,Truck Containers Full,723728,500073
US-Canada Border,09/01/2018 12:00:00 AM,Truck Containers Full,720580,765190
US-Canada Border,09/01/2018 12:00:00 AM,Bus Passengers,359914,540836
US-Mexico Border,09/01/2018 12:00:00 AM,Bus Passengers,321626,491844
US-Canada Border,09/01/2018 12:00:00 AM,Rail Containers Full,309366,215892
US-Mexico Border,09/01/2018 12:00:00 AM,Truck Containers Empty,282158,281953
US-Canada Border,09/01/2018 12:00:00 AM,Truck Containers Empty,253880,174595
US-Canada Border,09/01/2018 12:00:00 AM,Rail Containers Empty,127164,87788
US-Canada Border,09/01/2018 12:00:00 AM,Pedestrians,108038,93945
US-Mexico Border,09/01/2018 12:00:00 AM,Rail Containers Empty,100074,62017
US-Mexico Border,09/01/2018 12:00:00 AM,Rail Containers Full,87242,55451
US-Canada Border,09/01/2018 12:00:00 AM,Train Passengers,58710,42673
US-Mexico Border,09/01/2018 12:00:00 AM,Buses,26936,39392
US-Canada Border,09/01/2018 12:00:00 AM,Buses,15792,22488
US-Canada Border,09/01/2018 12:00:00 AM,Trains,3940,5038
US-Mexico Border,09/01/2018 12:00:00 AM,Trains,1866,1442
US-Mexico Border,09/01/2018 12:00:00 AM,Train Passengers,1748,2071
US-Mexico Border,08/01/2018 12:00:00 AM,Personal Vehicle Passengers,24676350,28227048
US-Mexico Border,08/01/2018 12:00:00 AM,Personal Vehicles,13109688,13088333
US-Canada Border,08/01/2018 12:00:00 AM,Personal Vehicle Passengers,12734666,11121773
US-Mexico Border,08/01/2018 12:00:00 AM,Pedestrians,7702606,7381241
US-Canada Border,08/01/2018 12:00:00 AM,Personal Vehicles,5999116,5308874
US-Mexico Border,08/01/2018 12:00:00 AM,Trucks,1105482,790552
US-Canada Border,08/01/2018 12:00:00 AM,Trucks,1017244,1022200
US-Mexico Border,08/01/2018 12:00:00 AM,Truck Containers Full,803164,498954
US-Canada Border,08/01/2018 12:00:00 AM,Truck Containers Full,755190,765227
US-Canada Border,08/01/2018 12:00:00 AM,Bus Passengers,479642,541062
US-Mexico Border,08/01/2018 12:00:00 AM,Bus Passengers,437676,492044
US-Mexico Border,08/01/2018 12:00:00 AM,Truck Containers Empty,318698,281818
US-Canada Border,08/01/2018 12:00:00 AM,Rail Containers Full,297850,215590
US-Canada Border,08/01/2018 12:00:00 AM,Truck Containers Empty,283162,174194
US-Canada Border,08/01/2018 12:00:00 AM,Pedestrians,167060,93676
US-Canada Border,08/01/2018 12:00:00 AM,Rail Containers Empty,120318,87668
US-Canada Border,08/01/2018 12:00:00 AM,Train Passengers,111204,42420
US-Mexico Border,08/01/2018 12:00:00 AM,Rail Containers Empty,85778,61930
US-Mexico Border,08/01/2018 12:00:00 AM,Rail Containers Full,80068,55360
US-Mexico Border,08/01/2018 12:00:00 AM,Buses,29922,39427
US-Canada Border,08/01/2018 12:00:00 AM,Buses,18444,22503
US-Canada Border,08/01/2018 12:00:00 AM,Trains,4198,5041
US-Mexico Border,08/01/2018 12:00:00 AM,Trains,1856,1440
US-Mexico Border,08/01/2018 12:00:00 AM,Train Passengers,1818,2072
US-Mexico Border,07/01/2018 12:00:00 AM,Personal Vehicle Passengers,25400262,28237517
US-Mexico Border,07/01/2018 12:00:00 AM,Personal Vehicles,12953144,13088833
US-Canada Border,07/01/2018 12:00:00 AM,Personal Vehicle Passengers,12237400,11117641
US-Mexico Border,07/01/2018 12:00:00 AM,Pedestrians,7833006,7379568
US-Canada Border,07/01/2018 12:00:00 AM,Personal Vehicles,5805110,5307036
US-Mexico Border,07/01/2018 12:00:00 AM,Trucks,1028482,789671
US-Canada Border,07/01/2018 12:00:00 AM,Trucks,965090,1022412
US-Mexico Border,07/01/2018 12:00:00 AM,Truck Containers Full,741024,498058
US-Canada Border,07/01/2018 12:00:00 AM,Truck Containers Full,725596,765374
US-Mexico Border,07/01/2018 12:00:00 AM,Bus Passengers,513112,491966
US-Canada Border,07/01/2018 12:00:00 AM,Bus Passengers,447348,541409
US-Mexico Border,07/01/2018 12:00:00 AM,Truck Containers Empty,302388,281742
US-Canada Border,07/01/2018 12:00:00 AM,Rail Containers Full,289434,215316
US-Canada Border,07/01/2018 12:00:00 AM,Truck Containers Empty,259580,173878
US-Canada Border,07/01/2018 12:00:00 AM,Pedestrians,160696,93427
US-Canada Border,07/01/2018 12:00:00 AM,Rail Containers Empty,120280,87547
US-Mexico Border,07/01/2018 12:00:00 AM,Rail Containers Empty,96412,61802
US-Canada Border,07/01/2018 12:00:00 AM,Train Passengers,96278,42221
US-Mexico Border,07/01/2018 12:00:00 AM,Rail Containers Full,80978,55265
US-Mexico Border,07/01/2018 12:00:00 AM,Buses,31360,39457
US-Canada Border,07/01/2018 12:00:00 AM,Buses,18770,22517
US-Canada Border,07/01/2018 12:00:00 AM,Trains,3970,5045
US-Mexico Border,07/01/2018 12:00:00 AM,Trains,1900,1439
US-Mexico Border,07/01/2018 12:00:00 AM,Train Passengers,1750,2073
US-Mexico Border,06/01/2018 12:00:00 AM,Personal Vehicle Passengers,23803676,28254000
US-Mexico Border,06/01/2018 12:00:00 AM,Personal Vehicles,12730114,13090167
US-Canada Border,06/01/2018 12:00:00 AM,Personal Vehicle Passengers,9810758,11122500
US-Mexico Border,06/01/2018 12:00:00 AM,Pedestrians,7116164,7380547
US-Canada Border,06/01/2018 12:00:00 AM,Personal Vehicles,5122090,5307723
US-Mexico Border,06/01/2018 12:00:00 AM,Trucks,1058354,788672
US-Canada Border,06/01/2018 12:00:00 AM,Trucks,996844,1022507
US-Mexico Border,06/01/2018 12:00:00 AM,Truck Containers Full,774764,497029
US-Canada Border,06/01/2018 12:00:00 AM,Truck Containers Full,728534,765511
US-Canada Border,06/01/2018 12:00:00 AM,Bus Passengers,423994,541845
US-Canada Border,06/01/2018 12:00:00 AM,Rail Containers Full,295664,215017
US-Canada Border,06/01/2018 12:00:00 AM,Truck Containers Empty,289554,173448
US-Mexico Border,06/01/2018 12:00:00 AM,Truck Containers Empty,278708,281753
US-Mexico Border,06/01/2018 12:00:00 AM,Bus Passengers,197020,493062
US-Canada Border,06/01/2018 12:00:00 AM,Rail Containers Empty,129940,87389
US-Canada Border,06/01/2018 12:00:00 AM,Pedestrians,124182,93313
US-Mexico Border,06/01/2018 12:00:00 AM,Rail Containers Empty,100736,61657
US-Mexico Border,06/01/2018 12:00:00 AM,Rail Containers Full,88624,55141
US-Canada Border,06/01/2018 12:00:00 AM,Train Passengers,87142,42054
US-Mexico Border,06/01/2018 12:00:00 AM,Buses,28498,39498
US-Canada Border,06/01/2018 12:00:00 AM,Buses,18574,22532
US-Canada Border,06/01/2018 12:00:00 AM,Trains,3962,5049
US-Mexico Border,06/01/2018 12:00:00 AM,Trains,1928,1437
US-Mexico Border,06/01/2018 12:00:00 AM,Train Passengers,1794,2074
US-Mexico Border,05/01/2018 12:00:00 AM,Personal Vehicle Passengers,24850920,28266698
US-Mexico Border,05/01/2018 12:00:00 AM,Personal Vehicles,13446868,13088836
US-Canada Border,05/01/2018 12:00:00 AM,Personal Vehicle Passengers,8731418,11131422
US-Mexico Border,05/01/2018 12:00:00 AM,Pedestrians,7701682,7379349
US-Canada Border,05/01/2018 12:00:00 AM,Personal Vehicles,4757736,5309776
US-Mexico Border,05/01/2018 12:00:00 AM,Trucks,1122904,787425
US-Canada Border,05/01/2018 12:00:00 AM,Trucks,1048382,1022410
US-Mexico Border,05/01/2018 12:00:00 AM,Truck Containers Full,816876,495836
US-Canada Border,05/01/2018 12:00:00 AM,Truck Containers Full,786604,765432
US-Canada Border,05/01/2018 12:00:00 AM,Bus Passengers,395580,542391
US-Canada Border,05/01/2018 12:00:00 AM,Rail Containers Full,305164,214681
US-Mexico Border,05/01/2018 12:00:00 AM,Truck Containers Empty,300960,281681
US-Canada Border,05/01/2018 12:00:00 AM,Truck Containers Empty,285800,173029
US-Mexico Border,05/01/2018 12:00:00 AM,Bus Passengers,216838,494093
US-Canada Border,05/01/2018 12:00:00 AM,Rail Containers Empty,141288,87188
US-Mexico Border,05/01/2018 12:00:00 AM,Rail Containers Empty,107134,61487
US-Canada Border,05/01/2018 12:00:00 AM,Pedestrians,89038,93329
US-Mexico Border,05/01/2018 12:00:00 AM,Rail Containers Full,83702,55034
US-Canada Border,05/01/2018 12:00:00 AM,Train Passengers,53198,42012
US-Mexico Border,05/01/2018 12:00:00 AM,Buses,26194,39547
US-Canada Border,05/01/2018 12:00:00 AM,Buses,16582,22554
US-Canada Border,05/01/2018 12:00:00 AM,Trains,4188,5052
US-Mexico Border,05/01/2018 12:00:00 AM,Trains,1896,1435
US-Mexico Border,05/01/2018 12:00:00 AM,Train Passengers,1782,2075
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,24400004,28281180
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicles,13011682,13089125
US-Mexico Border,04/01/2018 12:00:00 AM,Pedestrians,7721488,7378067
US-Canada Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,7344174,11145606
US-Canada Border,04/01/2018 12:00:00 AM,Personal Vehicles,4026530,5314582
US-Mexico Border,04/01/2018 12:00:00 AM,Trucks,1085930,786307
US-Canada Border,04/01/2018 12:00:00 AM,Trucks,1003482,1022481
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Full,788250,494741
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Full,750090,765490
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Empty,292774,281640
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Full,291076,214395
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Empty,274868,172647
US-Mexico Border,04/01/2018 12:00:00 AM,Bus Passengers,245646,495024
US-Canada Border,04/01/2018 12:00:00 AM,Bus Passengers,232924,543550
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Empty,139256,86993
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Empty,96980,61354
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Full,78824,54945
US-Canada Border,04/01/2018 12:00:00 AM,Pedestrians,44942,93510
US-Mexico Border,04/01/2018 12:00:00 AM,Buses,27316,39593
US-Canada Border,04/01/2018 12:00:00 AM,Train Passengers,25240,42075
US-Canada Border,04/01/2018 12:00:00 AM,Buses,10306,22600
US-Canada Border,04/01/2018 12:00:00 AM,Trains,3938,5056
US-Mexico Border,04/01/2018 12:00:00 AM,Trains,1804,1434
US-Mexico Border,04/01/2018 12:00:00 AM,Train Passengers,1652,2077
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,25386058,28292064
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicles,13385300,13088011
US-Mexico Border,03/01/2018 12:00:00 AM,Pedestrians,8354884,7374395
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,8121816,11156974
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicles,4229114,5318662
US-Mexico Border,03/01/2018 12:00:00 AM,Trucks,1069322,785243
US-Canada Border,03/01/2018 12:00:00 AM,Trucks,1000052,1022566
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Full,784522,493651
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Full,731630,765617
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Full,313666,214022
US-Mexico Border,03/01/2018 12:00:00 AM,Bus Passengers,307588,495728
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Empty,294814,281590
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Empty,290084,172206
US-Canada Border,03/01/2018 12:00:00 AM,Bus Passengers,217532,544776
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Empty,138738,86799
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Full,92022,54806
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Empty,91480,61241
US-Canada Border,03/01/2018 12:00:00 AM,Pedestrians,41472,93706
US-Canada Border,03/01/2018 12:00:00 AM,Train Passengers,25782,42136
US-Mexico Border,03/01/2018 12:00:00 AM,Buses,24712,39649
US-Canada Border,03/01/2018 12:00:00 AM,Buses,9724,22648
US-Canada Border,03/01/2018 12:00:00 AM,Trains,3992,5060
US-Mexico Border,03/01/2018 12:00:00 AM,Trains,1832,1432
US-Mexico Border,03/01/2018 12:00:00 AM,Train Passengers,1646,2078
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,21776964,28316649
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,11807798,13092842
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,7052390,7375610
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,6044056,11176268
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicles,3333188,5326155
US-Mexico Border,02/01/2018 12:00:00 AM,Trucks,982798,784498
US-Canada Border,02/01/2018 12:00:00 AM,Trucks,896388,1023042
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,703136,492861
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Full,652346,766044
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Full,273014,213799
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,272948,281623
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Empty,263224,171862
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,213526,496793
US-Canada Border,02/01/2018 12:00:00 AM,Bus Passengers,170428,546188
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Empty,115334,86691
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,83620,61157
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,78334,54717
US-Canada Border,02/01/2018 12:00:00 AM,Pedestrians,25872,93962
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,23008,39712
US-Canada Border,02/01/2018 12:00:00 AM,Train Passengers,17088,42231
US-Canada Border,02/01/2018 12:00:00 AM,Buses,8588,22701
US-Canada Border,02/01/2018 12:00:00 AM,Trains,3424,5066
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,1654,1431
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,1376,2081
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,24277194,28331950
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicles,12813722,13093900
US-Mexico Border,01/01/2018 12:00:00 AM,Pedestrians,7463970,7375275
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,6258110,11194897
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicles,3499540,5333074
US-Mexico Border,01/01/2018 12:00:00 AM,Trucks,1034288,783551
US-Canada Border,01/01/2018 12:00:00 AM,Trucks,950238,1023318
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Full,716640,492013
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Full,701314,766290
US-Mexico Border,01/01/2018 12:00:00 AM,Bus Passengers,317446,497473
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Empty,311208,281511
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Full,294312,213494
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Empty,269108,171494
US-Canada Border,01/01/2018 12:00:00 AM,Bus Passengers,154824,547671
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Empty,117226,86575
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Empty,91652,61041
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Full,72280,54651
US-Mexico Border,01/01/2018 12:00:00 AM,Buses,26822,39761
US-Canada Border,01/01/2018 12:00:00 AM,Pedestrians,25142,94222
US-Canada Border,01/01/2018 12:00:00 AM,Train Passengers,21642,42309
US-Canada Border,01/01/2018 12:00:00 AM,Buses,8512,22755
US-Canada Border,01/01/2018 12:00:00 AM,Trains,3780,5071
US-Mexico Border,01/01/2018 12:00:00 AM,Trains,1798,1430
US-Mexico Border,01/01/2018 12:00:00 AM,Train Passengers,1646,2083
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,25878440,28341279
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicles,13209140,13093461
US-Mexico Border,12/01/2017 12:00:00 AM,Pedestrians,8169966,7372254
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,7836240,11207668
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicles,4067316,5337887
US-Mexico Border,12/01/2017 12:00:00 AM,Trucks,931444,782989
US-Canada Border,12/01/2017 12:00:00 AM,Trucks,831446,1024047
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Full,640658,491448
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Full,607944,766892
US-Mexico Border,12/01/2017 12:00:00 AM,Bus Passengers,306404,498199
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Full,288666,213208
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Empty,284226,281500
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Empty,239992,171234
US-Canada Border,12/01/2017 12:00:00 AM,Bus Passengers,202590,548983
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Empty,116972,86460
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Empty,87468,60941
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Full,79198,54557
US-Canada Border,12/01/2017 12:00:00 AM,Pedestrians,33170,94455
US-Mexico Border,12/01/2017 12:00:00 AM,Buses,28966,39802
US-Canada Border,12/01/2017 12:00:00 AM,Train Passengers,26616,42369
US-Canada Border,12/01/2017 12:00:00 AM,Buses,8398,22810
US-Canada Border,12/01/2017 12:00:00 AM,Trains,3556,5077
US-Mexico Border,12/01/2017 12:00:00 AM,Train Passengers,2022,2083
US-Mexico Border,12/01/2017 12:00:00 AM,Trains,1836,1428
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,23856244,28358398
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,12738488,13094816
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,7693476,7371028
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,7260706,11222732
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,4004396,5342976
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,1026722,782059
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,986124,1024192
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,734684,767015
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,716032,490591
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,301930,281422
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,294504,212898
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,275396,499049
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,271170,170852
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,213100,550265
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,128356,86300
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,98314,60798
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,82702,54450
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,40154,94662
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,27572,39848
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,27350,42426
US-Canada Border,11/01/2017 12:00:00 AM,Buses,9860,22859
US-Canada Border,11/01/2017 12:00:00 AM,Trains,3744,5082
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,1868,1427
